Scheme Code	Scheme Name	Asset Value	Date	ISIN Growth	ISIN Reinvestment
122786	Invesco India Liquid Fund - Bonus Option	3628.0598	25-Aug-2025	INF205K01UX5	-
104484	Invesco India Liquid Fund - Daily IDCW (Reinvestment)	1002.7594	25-Aug-2025	-	INF205K01HN3
120537	Invesco India Liquid Fund - Direct Plan - Growth	3651.4418	25-Aug-2025	INF205K01MF9	-
120536	Invesco India Liquid Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment)	1086.4596	25-Aug-2025	INF205K01MG7	INF205K01MH5
120535	Invesco India Liquid Fund - Direct Plan - Weekly IDCW (Reinvestment)	1101.2158	25-Aug-2025	INF205KA1BE5	INF205K01MI3
120534	Invesco India Liquid Fund - Direct Plan- Daily IDCW (Reinvestment)	1005.8604	25-Aug-2025	-	INF205K01ME2
104486	Invesco India Liquid Fund - Growth	3620.275	25-Aug-2025	INF205K01HM5	-
104492	Invesco India Liquid Fund - Monthly IDCW (Payout / Reinvestment)	1006.946	25-Aug-2025	INF205K01HQ6	INF205K01HP8
104488	Invesco India Liquid Fund - Regular - Growth	3203.2444	25-Aug-2025	INF205K01HG7	-
104489	Invesco India Liquid Fund - Regular - Weekly IDCW (Reinvestment)	1003.5644	25-Aug-2025	-	INF205K01HH5
139390	Invesco India Liquid Fund - Unclaimed Dividend Plan - Above 3 Years	1000	25-Aug-2025	-	-
139389	Invesco India Liquid Fund - Unclaimed Dividend Plan - Below 3 Years	1730.6976	25-Aug-2025	-	-
139388	Invesco India Liquid Fund - Unclaimed Redemption Plan - Above 3 Years	1000	25-Aug-2025	-	-
139387	Invesco India Liquid Fund - Unclaimed Redemption Plan - Below 3 years	1730.3317	25-Aug-2025	-	-
104485	Invesco India Liquid Fund - Weekly IDCW (Reinvestment)	1018.586	25-Aug-2025	INF205KA1BD7	INF205K01HO1
147161	ITI Liquid Fund - Direct Plan - Annually IDCW Option	1386.0336	25-Aug-2025	INF00XX01366	INF00XX01333
147158	ITI Liquid Fund - Direct Plan - Daily IDCW Option	1001.0789	25-Aug-2025	-	INF00XX01291
147160	ITI Liquid Fund - Direct Plan - Fortnightly IDCW Option	1001.1646	12-Jan-2023	INF00XX01341	INF00XX01317
147157	ITI Liquid Fund - Direct Plan - Growth Option	1384.3628	25-Aug-2025	INF00XX01283	-
147163	ITI Liquid Fund - Direct Plan - Monthly IDCW Option	1006.2149	25-Aug-2025	INF00XX01358	INF00XX01325
147159	ITI Liquid Fund - Direct Plan - Weekly IDCW Option	1001.9416	25-Aug-2025	-	INF00XX01309
147162	ITI Liquid Fund - Regular Plan - Annually IDCW Option	1379.4399	25-Aug-2025	INF00XX01275	INF00XX01242
147154	ITI Liquid Fund - Regular Plan - Daily IDCW Option	1001.0000	25-Aug-2025	-	INF00XX01200
147155	ITI Liquid Fund - Regular Plan - Fortnightly Income Distribution cum capital withdrawal option Option	1003.0269	25-Aug-2025	INF00XX01259	INF00XX01226
147153	ITI Liquid Fund - Regular Plan - Growth Option	1372.3400	25-Aug-2025	INF00XX01192	-
147156	ITI Liquid Fund - Regular Plan - Monthly IDCW Option	1001.9231	25-Aug-2025	INF00XX01267	INF00XX01234
147164	ITI Liquid Fund - Regular Plan - Weekly IDCW Option	1001.9154	25-Aug-2025	-	INF00XX01218
153651	JioBlackRock Liquid Fund - Direct Plan - Growth Option	1008.3926	25-Aug-2025	INF22M001010	-
120410	JM Liquid Fund (Direct) - Bonus Option - Bonus Option - Principal units	22.4898	27-Jan-2025	INF192K01CN4	-
120411	JM Liquid Fund (Direct) - Daily IDCW	10.4302	25-Aug-2025	-	INF192K01CH6
120406	JM Liquid Fund (Direct) - Growth Option	72.638	25-Aug-2025	INF192K01CM6	-
120408	JM Liquid Fund (Direct) - Quarterly IDCW	41.2395	25-Aug-2025	INF192K01CK0	INF192K01CL8
120407	JM Liquid Fund (Direct) - Weekly IDCW	11.0162	25-Aug-2025	INF192K01CI4	INF192K01CJ2
100244	JM Liquid Fund (Regular) - Quarterly IDCW	40.6723	25-Aug-2025	INF192K01866	INF192K01874
100247	JM Liquid Fund (Regular) - Super Institutional Plan - Growth Option	41.3108	25-Aug-2025	INF192K01981	-
100233	JM Liquid Fund (Regular) - Weekly IDCW	11.0135	25-Aug-2025	INF192K01841	INF192K01858
100234	JM Liquid Fund - Growth Option	71.8579	25-Aug-2025	INF192K01882	-
148414	JM Liquid Fund - Unclaimed Application Refund Amount I.E.F. (Direct) - Growth Plan	41.4437	25-Aug-2025	-	-
148413	JM Liquid Fund - Unclaimed Brokerage I.E.F. (Direct) - Growth Plan	41.4437	25-Aug-2025	-	-
148415	JM Liquid Fund - Withheld Brokerage I.E.F. (Direct) - Growth Plan	41.4437	27-Mar-2025	-	-
139258	JM Liquid Fund Unclaimed Dividend (Direct) Growth Plan	57.8229	24-Jan-2022	INF192K01LB0	-
139260	JM Liquid Fund Unclaimed Dividend IEF (Direct) Growth Plan	41.4437	24-Jan-2022	INF192K01LD6	-
139257	JM Liquid Fund Unclaimed Redemption (Direct) Growth Plan	57.8230	24-Jan-2022	INF192K01LA2	-
139259	JM Liquid Fund Unclaimed Redemption IEF (Direct) Growth Plan	41.4437	24-Jan-2022	INF192K01LC8	-
101549	JM Liquid Fund (Regular) - Bonus Option - Principal Units	23.0091	25-Aug-2025	INF192K01890	-
101078	JM Liquid Fund (Regular) - Daily IDCW	10.4302	25-Aug-2025	-	INF192K01833
119764	Kotak Liquid Fund - Direct Plan - Daily Reinvestment of Income Distribution cum capital withdrawal option	1222.81	25-Aug-2025	-	INF174K01NH1
119766	Kotak Liquid Fund - Direct Plan - Growth	5375.134	25-Aug-2025	INF174K01NE8	-
153585	Kotak Liquid Fund - Direct Plan - Weekly - Reinvestment & Payout of Income Distribution cum capital withdrawal option	1001.527	10-Jul-2025	INF174KA1WL3	INF174KA1WJ7
100833	Kotak Liquid Fund - Regular  - Daily Reinvestment of Income Distribution cum capital withdrawal option	1222.81	25-Aug-2025	-	INF174K01NL3
100835	Kotak Liquid Fund - Regular Plan - Growth	5323.7755	25-Aug-2025	INF174K01NI9	-
120248	LIC MF Liquid Fund-Direct Plan-Daily IDCW	1034.6038	25-Aug-2025	INF767K01DL5	INF767K01DM3
120249	LIC MF Liquid Fund-Direct Plan-Growth	4829.5258	25-Aug-2025	INF767K01DN1	-
151930	LIC MF Liquid Fund-Direct Plan-Monthly IDCW	1172.3514	25-Aug-2025	INF397L01AK7	INF397L01AJ9
151932	LIC MF Liquid Fund-Direct Plan-Weekly IDCW	1047.1665	25-Aug-2025	INF397L01AM3	INF397L01AL5
101184	LIC MF Liquid Fund-Regular Plan-Daily IDCW	1000.1751	25-Aug-2025	INF767K01IQ3	INF767K01IR1
101185	LIC MF Liquid Fund-Regular Plan-Growth	4760.9361	25-Aug-2025	INF767K01IS9	-
151928	LIC MF Liquid Fund-Regular Plan-Monthly IDCW	1153.3948	25-Aug-2025	INF397L01976	INF397L01968
151927	LIC MF Liquid Fund-Regular Plan-Weekly IDCW	1002.3798	25-Aug-2025	INF397L01950	INF397L01943
139535	Mahindra Manulife Liquid Fund - Direct Plan - Daily IDCW	1216.2863	25-Aug-2025	-	INF174V01051
139536	Mahindra Manulife Liquid Fund - Direct Plan - Weekly IDCW	1003.6359	25-Aug-2025	-	INF174V01069
139538	Mahindra Manulife Liquid Fund - Direct Plan -Growth	1732.6324	25-Aug-2025	INF174V01044	-
139534	Mahindra Manulife Liquid Fund - Regular Plan - Daily IDCW	1001.0440	25-Aug-2025	-	INF174V01028
139537	Mahindra Manulife Liquid Fund - Regular Plan - Growth	1713.9468	25-Aug-2025	INF174V01010	-
139541	Mahindra Manulife Liquid Fund - Regular Plan - Weekly IDCW	1010.0482	25-Aug-2025	-	INF174V01036
139540	Mahindra Manulife Liquid Fund - Unclaimed Redemption / IDCW Beyond 3 years	1000.0000	30-Nov-2021	-	-
139539	Mahindra Manulife Liquid Fund - Unclaimed Redemption / IDCW Upto three years	1218.6343	30-Nov-2021	-	-
118859	Mirae Asset Liquid Fund - Direct Plan - Growth	2810.1809	25-Aug-2025	INF769K01CM1	-
118862	Mirae Asset Liquid Fund - Direct Plan - Weekly IDCW	1217.1559	25-Aug-2025	INF769K01PD2	INF769K01CP4
118861	Mirae Asset Liquid Fund - Direct Plan -Daily IDCW	1075.8332	25-Aug-2025	-	INF769K01CO7
118860	Mirae Asset Liquid Fund - Direct Plan -Monthly IDCW	1134.6543	25-Aug-2025	INF769K01CN9	INF769K01CQ2
111647	Mirae Asset Liquid Fund - Regular - Daily IDCW	1066.4347	25-Aug-2025	-	INF769K01804
111646	Mirae Asset Liquid Fund - Regular Plan - Growth	2761.9476	25-Aug-2025	INF769K01788	-
111645	Mirae Asset Liquid Fund - Regular Plan - Monthly IDCW	1152.3028	25-Aug-2025	INF769K01838	INF769K01820
111644	Mirae Asset Liquid Fund - Regular Plan - Weekly IDCW	1153.4498	25-Aug-2025	INF769K01PC4	INF769K01812
145834	Motilal Oswal Liquid Fund - Direct Growth	14.0538	25-Aug-2025	INF247L01734	-
145946	Motilal Oswal Liquid Fund - Regular Growth	13.9117	25-Aug-2025	INF247L01726	-
147442	Motilal Oswal Liquid Fund - Unclaimed Dividend - Greater than 3 years	10.0000	25-Aug-2025	-	-
147441	Motilal Oswal Liquid Fund - Unclaimed Dividend- Upto 3 years	13.6858	25-Aug-2025	-	-
147443	Motilal Oswal Liquid Fund - Unclaimed Redemption - Greater than 3 years	10.0000	25-Aug-2025	-	-
147444	Motilal Oswal Liquid Fund - Unclaimed Redemption - Upto 3 years	13.4134	25-Aug-2025	-	-
146218	Motilal Oswal Liquid Fund Direct - IDCW  Quarterly Payout/Reinvestment	10.0924	25-Aug-2025	INF247L01791	INF247L01783
146226	Motilal Oswal Liquid Fund Direct - IDCW Fortnightly Reinvestment	10.0096	25-Aug-2025	-	INF247L01759
146223	Motilal Oswal Liquid Fund Direct - IDCW Monthly Payout/Reinvestment	10.0761	25-Aug-2025	INF247L01775	INF247L01767
146228	Motilal Oswal Liquid Fund Direct - IDCW Reinvestment	10.0077	25-Aug-2025	-	INF247L01742
146229	Motilal Oswal Liquid Fund Direct - IDCW Weekly Reinvestment	10.0118	25-Aug-2025	-	INF247L01809
146227	Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment	10.0055	25-Aug-2025	-	INF247L01817
146230	Motilal Oswal Liquid Fund Regular - IDCW Fortnightly Reinvestment	10.0086	25-Aug-2025	-	INF247L01825
146220	Motilal Oswal Liquid Fund Regular - IDCW Monthly Payout/Reinvestment	10.0744	25-Aug-2025	INF247L01841	INF247L01833
146222	Motilal Oswal Liquid Fund Regular - IDCW Quarterly Payout/Reinvestment	10.0895	25-Aug-2025	INF247L01866	INF247L01858
146224	Motilal Oswal Liquid Fund Regular - IDCW Weekly Reinvestment	10.0213	25-Aug-2025	-	INF247L01874
119163	Navi Liquid Fund - Direct Plan Daily IDCW - ReInvestment	10.0129	25-Aug-2025	-	INF959L01GK1
119161	Navi Liquid Fund - Direct Plan Monthly IDCW - Payout	10.058	25-Aug-2025	INF959L01GG9	INF959L01GH7
119162	Navi Liquid Fund - Direct Plan Weekly IDCW - Payout	10.0148	25-Aug-2025	INF959L01GI5	INF959L01GJ3
112645	Navi Liquid Fund - Regular Plan Daily IDCW	10.0129	25-Aug-2025	-	INF959L01GM7
112647	Navi Liquid Fund - Regular Plan Monthly IDCW	10.0576	25-Aug-2025	INF959L01GN5	INF959L01GO3
112646	Navi Liquid Fund - Regular Plan Weekly IDCW	10.0151	25-Aug-2025	INF959L01GP0	INF959L01GQ8
119164	Navi Liquid Fund-Direct Plan-Growth Option	28.8835	25-Aug-2025	INF959L01GF1	-
112636	Navi Liquid Fund-Regular Plan-Growth Option	28.6264	25-Aug-2025	INF959L01GL9	-
140437	Navi Liquid Fund-Unclaimed Redemption and Dividend Plan greater than 3 years	10	25-Aug-2025	INF959L01CO2	-
139386	Navi Liquid Fund-Unclaimed Redemption and Dividend Plan less than 3 years	28.7825	25-Aug-2025	INF959L01CN4	-
100852	NIPPON INDIA LIQUID FUND - DAILY IDCW OPTION	1528.7400	25-Aug-2025	-	INF204K01UM1
118695	NIPPON INDIA LIQUID FUND - DIRECT Plan - DAILY IDCW OPTION	1528.7400	25-Aug-2025	-	INF204K01ZG2
118696	NIPPON INDIA LIQUID FUND - DIRECT Plan - MONTHLY IDCW OPTION	1587.1282	25-Aug-2025	INF204K01ZI8	INF204K01ZJ6
118698	NIPPON INDIA LIQUID FUND - DIRECT Plan - QUARTERLY IDCW OPTION	1014.1826	25-Aug-2025	INF204K01ZK4	INF204K01ZL2
118700	NIPPON INDIA LIQUID FUND - DIRECT Plan - WEEKLY IDCW OPTION	1531.4789	25-Aug-2025	INF204KC1FN6	INF204K01ZM0
118701	Nippon India Liquid Fund - Direct Plan Growth Plan - Growth Option	6511.4714	25-Aug-2025	INF204K01ZH0	-
100855	NIPPON INDIA LIQUID FUND - MONTHLY IDCW OPTION	1583.8258	25-Aug-2025	INF204K01UO7	INF204K01UP4
112340	NIPPON INDIA LIQUID FUND - QUARTERLY IDCW OPTION	1013.8775	25-Aug-2025	INF204K01UQ2	INF204K01UR0
100837	Nippon India Liquid Fund - Retail Option - Growth Plan	5686.5841	25-Aug-2025	INF204K01UL3	-
100842	NIPPON INDIA LIQUID FUND - RETAIL Plan - DAILY IDCW OPTION	1524.2800	25-Aug-2025	-	INF204K01UJ7
100843	NIPPON INDIA LIQUID FUND - RETAIL plan - MONTHLY IDCW OPTION	1326.4581	25-Aug-2025	INF204K01UT6	INF204K01UU4
100844	NIPPON INDIA LIQUID FUND - RETAIL Plan - QUARTERLY IDCW OPTION	1224.4396	25-Aug-2025	INF204K01UV2	INF204K01UW0
100838	NIPPON INDIA LIQUID FUND - RETAIL Plan - WEEKLY IDCW OPTION	1034.8576	25-Aug-2025	-	INF204K01UK5
100853	NIPPON INDIA LIQUID FUND - WEEKLY IDCW OPTION	1531.4535	25-Aug-2025	INF204KC1FM8	INF204K01US8
100851	Nippon India Liquid Fund -Growth Plan	6427.9119	25-Aug-2025	INF204K01UN9	-
100849	Reliance Liquid Fund-Cash Plan-Daily Dividend Reinvestment Option	1114.1500	20-May-2018	-	-
100845	Reliance Liquid Fund-Cash Plan-Growth Plan	2714.7678	20-May-2018	-	-
114251	Reliance Liquid Fund-Cash Plan-Monthly Dividend Plan	1004.4865	20-May-2018	-	-
114252	Reliance Liquid Fund-Cash Plan-Quarterly Dividend Plan	1013.8310	20-May-2018	-	-
100848	Reliance Liquid Fund-Cash Plan-Weekly Dividend Reinvestment Option	1092.0644	20-May-2018	-	-
138306	PGIM India INSTA CASH FUND - Annual Bonus Option	144.9174	08-May-2019	INF223J01WV0	-
138305	PGIM India Insta Cash Fund - Direct Plan -  Annual Bonus Option	148.9974	11-Jun-2019	INF223J01WW8	-
138302	PGIM India Insta Cash Fund - Direct Plan -  Regular Bonus	138.2962	01-Aug-2016	INF223J01NQ9	-
138296	PGIM India Insta Cash Fund - Direct Plan - Annual Dividend	144.7765	28-Jul-2019	INF223J01NO4	INF223J01NP1
138300	PGIM India Insta Cash Fund - Direct Plan - Quarterly Dividend	145.6889	28-Jul-2019	INF223J01NX5	-
138303	PGIM India Insta Cash Fund - Direct Plan -Monthly Bonus	132.9596	01-Aug-2016	INF223J01VE8	-
138294	PGIM India Insta Cash Fund - Quarterly Dividend Option	143.9385	28-Jul-2019	INF223J01IN6	INF223J01IO4
138284	PGIM India INSTA CASH FUND - Regular Plan BONUS OPTION	13.7989	11-Sep-2018	INF223J01BH3	-
138292	PGIM India Insta Cash Fund- Annual Dividend Option	144.7569	28-Jul-2019	INF223J01IP1	INF223J01IQ9
138278	PGIM India Insta Cash Fund-DIVIDEND-WEEKLY DIVIDEND	10.3577	28-Jul-2019	INF223J01BN1	-
138283	PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend	10.0516	28-Jul-2019	INF223J01BA8	-
138282	PGIM India Insta Cash Fund-Institutional Plan-Growth	26.2743	28-Jul-2019	INF223J01BB6	-
138304	PGIM India INSTA CASH FUND-Monthly Bonus Option	140.0664	28-Jul-2019	INF223J01VD0	-
138286	PGIM India Liquid Fund - Bonus Option	186.8975	21-Jan-2022	INF223J01BQ4	-
138285	PGIM India Liquid Fund - Daily Dividend	100.304	25-Aug-2025	-	INF223J01BO9
138297	PGIM India Liquid Fund - Direct Plan - Daily Dividend	123.6885	25-Aug-2025	INF223J01NR7	-
138299	PGIM India Liquid Fund - Direct Plan - Growth	347.0535	25-Aug-2025	INF223J01NS5	-
138298	PGIM India Liquid Fund - Direct Plan - Monthly Dividend	117.0578	25-Aug-2025	INF223J01NT3	INF223J01NU1
138301	PGIM India Liquid Fund - Direct Plan - Weekly Dividend	100.5513	25-Aug-2025	INF223J01NV9	INF223J01NW7
138288	PGIM India Liquid Fund - Growth	342.885	25-Aug-2025	INF223J01BP6	-
138287	PGIM India Liquid Fund - Monthly Dividend	117.5295	25-Aug-2025	INF223J01BL5	-
138289	PGIM India Liquid Fund - Weekly Dividend	100.5505	25-Aug-2025	INF223J01BU6	-
138280	PGIM India Liquid Fund-DIVIDEND-Daily Dividend	10.301	28-Jul-2019	-	INF223J01BI1
138279	PGIM India Liquid Fund-DIVIDEND-MONTHLY DIVIDEND	10.0577	30-Jul-2018	INF223J01BR2	INF223J01BS0
138281	PGIM India Liquid Fund-Growth-GROWTH	27.706	28-Jul-2019	INF223J01BJ9	-
143263	Parag Parikh Liquid Fund- Direct Plan- Daily Reinvestment of IDCW	1000.5405	25-Aug-2025	-	INF879O01118
143269	Parag Parikh Liquid Fund- Direct Plan- Growth	1471.8024	25-Aug-2025	INF879O01068	-
143262	Parag Parikh Liquid Fund- Direct Plan- Monthly IDCW	1003.0000	25-Aug-2025	INF879O01076	INF879O01084
143265	Parag Parikh Liquid Fund- Direct Plan- Weekly Reinvestment of IDCW	1001.0000	25-Aug-2025	-	INF879O01134
143264	Parag Parikh Liquid Fund- Regular Plan- Daily Reinvestment of IDCW	1000.5404	25-Aug-2025	-	INF879O01126
143260	Parag Parikh Liquid Fund- Regular Plan- Growth	1460.9926	25-Aug-2025	INF879O01035	-
143261	Parag Parikh Liquid Fund- Regular Plan- Monthly IDCW	1003.0000	25-Aug-2025	INF879O01043	INF879O01050
143266	Parag Parikh Liquid Fund- Regular Plan- Weekly Reinvestment of IDCW	1001.0000	25-Aug-2025	-	INF879O01142
120837	quant Liquid Fund - Growth Option - Direct Plan	42.7504	25-Aug-2025	INF966L01820	-
103225	quant Liquid Fund - Growth Option - Regular Plan	41.6405	25-Aug-2025	INF966L01317	-
120838	quant Liquid Fund - Monthly IDCW Option - Direct Plan	15.7496	25-Aug-2025	INF966L01796	INF966L01812
103228	quant Liquid Fund - Monthly IDCW Option - Regular Plan	15.2124	25-Aug-2025	INF966L01291	INF966L01309
120839	quant Liquid Fund - Weekly IDCW Option - Direct Plan	14.6348	25-Aug-2025	INF966L01788	INF966L01804
103227	quant Liquid Fund - Weekly IDCW Option - Regular Plan	14.4916	25-Aug-2025	INF966L01499	INF966L01283
120836	quant Liquid Fund-Daily IDCW Option - Direct Plan	13.2738	25-Aug-2025	-	INF966L01770
103226	quant Liquid Fund-Daily IDCW Option - Regular Plan	12.7945	25-Aug-2025	-	INF966L01275
148513	quant Liquid Fund-Unclaimed Dividend Investor Education Plan-Growth Option	13.2925	25-Aug-2025	-	-
148510	quant Liquid Fund-Unclaimed Dividend-Growth Option	13.292	25-Aug-2025	-	-
148511	quant Liquid Fund-Unclaimed Redemption Investor Education Plan-Growth Option	13.2925	25-Aug-2025	-	-
148512	quant Liquid Fund-Unclaimed Redemption Plan-Growth Option	13.1111	25-Aug-2025	-	-
103736	Quantum Liquid Fund - Direct Plan Daily IDCW	10.0085	25-Aug-2025	-	INF082J01135
103734	Quantum Liquid Fund - Direct Plan Growth Option	35.5302	25-Aug-2025	INF082J01127	-
103735	Quantum Liquid Fund - Direct Plan Monthly IDCW	10.0108	25-Aug-2025	INF082J01143	INF082J01200
141065	Quantum Liquid Fund - Regular Plan Daily IDCW	10.0002	25-Aug-2025	-	INF082J01317
141066	Quantum Liquid Fund - Regular Plan Growth Option	35.2763	25-Aug-2025	INF082J01309	-
141067	Quantum Liquid Fund - Regular Plan Monthly IDCW	10.0082	25-Aug-2025	INF082J01325	INF082J01333
152299	Quantum Liquid Fund - Unclaimed IDCW Plan Above 3 years	10.0000	25-Aug-2025	-	-
152298	Quantum Liquid Fund - Unclaimed IDCW Plan Below 3 years	11.1710	25-Aug-2025	-	-
152301	Quantum Liquid Fund - Unclaimed Redemption Plan Above 3 years	10.0000	25-Aug-2025	-	-
152300	Quantum Liquid Fund - Unclaimed Redemption Plan Below 3 years	10.7416	25-Aug-2025	-	-
119804	SBI Liquid Fund - Direct Paln - Fortnightly Income Distribution cum Capital Withdrawal Option (IDCW)	1358.2856	25-Aug-2025	INF200K01UR8	INF200K01US6
119805	SBI Liquid Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW)	1144.0484	25-Aug-2025	-	INF200K01UQ0
119799	SBI Liquid Fund - Direct Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW)	1386.1351	25-Aug-2025	INF200K01UU2	INF200K01UV0
119800	SBI Liquid Fund - DIRECT PLAN -Growth	4159.4997	25-Aug-2025	INF200K01UT4	-
105274	SBI Liquid Fund - Institutional - Growth	4155.5154	25-Aug-2025	INF200K01LU1	-
105275	SBI Liquid Fund - Institutional Daily Income Distribution cum Capital Withdrawal Option (IDCW)	1335.0143	25-Aug-2025	-	INF200K01LR7
105281	SBI Liquid Fund - Regular Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW)	1140.7391	25-Aug-2025	-	INF200K01LX5
105283	SBI Liquid Fund - Regular Plan - Fortnightly Income Distribution cum Capital Withdrawal Option (IDCW)	1350.9859	25-Aug-2025	INF200K01LY3	INF200K01LZ0
105282	SBI Liquid Fund - Regular Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW)	1379.2291	25-Aug-2025	INF200K01MB9	INF200K01MC7
105280	SBI Liquid Fund - REGULAR PLAN -Growth	4116.5894	25-Aug-2025	INF200K01MA1	-
153035	Shriram Liquid Fund - Direct Plan Growth Option	1052.0309	25-Aug-2025	INF680P01430	-
153036	Shriram Liquid Fund - Regular Plan Growth Option	1050.8437	25-Aug-2025	INF680P01448	-
153282	Shriram Unclaimed IDCW Liquid Fund	1027.1875	25-Aug-2025	-	-
153283	Shriram Unclaimed IDCW Stable Scheme Liquid Fund	1000	25-Aug-2025	-	-
153280	Shriram Unclaimed Redemption Liquid Fund	1038.0457	25-Aug-2025	-	-
153281	Shriram Unclaimed Redemption Stable Scheme Liquid Fund	1000	25-Aug-2025	-	-
149744	Sundaram  Liquid Fund (Formerly Known as Principal Cash Management Fund) Direct IDCW	1152.6698	27-Jun-2025	-	INF903JA1JK3
149742	Sundaram Liquid Fund (Formerly Known as  Principal Cash Management Fund) Regular Plan Principal Units	1274.1205	27-Jun-2025	-	INF903JA1JI7
149663	Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund )- Direct Plan - Income Distribution CUM Capital Withdrawal Option - Daily	1000.6367	13-Sep-2024	-	INF173K01GT2
149658	Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) - Daily Income Distribution CUM Capital Withdrawal	1000.8893	13-Sep-2024	-	INF173K01DB7
149664	Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) - Direct Plan - Growth Option	2350.7959	25-Aug-2025	INF173K01GU0	-
149660	Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) - Regular Plan IDCW	1038.1697	25-Aug-2025	INF173K01DD3	INF173K01DE1
149662	Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) -Direct Plan - IDCW	1039.2592	25-Aug-2025	INF173K01GV8	INF173K01GW6
149661	Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) -Growth Option	2322.9594	25-Aug-2025	INF173K01DA9	-
149738	Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) Direct Fortnightly IDCW	1028.1920	13-Sep-2024	-	INF903JA1JJ5
149737	Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) Direct Principal Units	1280.5417	27-Jun-2025	-	INF903JA1JH9
149739	Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) Regular Fortnightly IDCW	1028.0322	13-Sep-2024	-	INF903JA1JF3
149740	Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) Regular IDCW	1147.0639	27-Jun-2025	-	INF903JA1JG1
149745	Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) Unclaimed Redemption More 3 Years	1000.0000	21-Jan-2022	-	-
149659	Sundaram Liquid Fund (Formerly Principal Cash Management Fund) - Weekly Income Distribution CUM Capital Withdrawal Option	1007.8472	13-Sep-2024	-	INF173K01DC5
149665	Sundaram Liquid Fund(Formerly Known as Principal Cash Management Fund)- Direct Plan - Income Distribution CUM Capital Withdrawal Option - Weekly	1008.3385	13-Sep-2024	-	INF173K01GY2
153689	Tata Liquid Fund - Direct Plan - Weekly IDCW Reinvestment	1009.5672	25-Aug-2025	-	INF277KA1EE2
153688	Tata Liquid Fund - Regular Plan - Weekly IDCW Reinvestment	1005.8068	25-Aug-2025	-	INF277KA1EF9
102672	Tata Liquid Fund -Regular Plan - Growth Option	4148.3990	25-Aug-2025	INF277K01YD8	-
119862	Tata Liquid Fund- Direct Plan - Daily Reinvestment of IDCW Option	1001.5187	25-Aug-2025	-	INF277K012D2
119861	Tata Liquid Fund- Direct Plan-Growth Option	4199.0967	25-Aug-2025	INF277K01YE6	-
101714	Tata Liquid Fund- Regular Plan - Daily Reinvestment of IDCW Option	1001.5157	25-Aug-2025	-	INF277K011D4
104240	Taurus Liquid Fund-Dividend	1013.9743	03-Nov-2020	INF044D01542	INF044D01559
104241	Taurus Liquid Fund-Growth	2368.5909	03-Nov-2020	INF044D01575	-
148842	TRUSTMF Liquid Fund-Direct Plan-Daily Income Distribution cum Capital Withdrawal	1235.5111	25-Aug-2025	-	INF0GCD01263
148841	TRUSTMF Liquid Fund-Direct Plan-Growth	1288.3257	25-Aug-2025	INF0GCD01255	-
148839	TRUSTMF Liquid Fund-Direct Plan-Monthly Income Distribution cum Capital Withdrawal	1170.6543	25-Aug-2025	INF0GCD01305	INF0GCD01297
148837	TRUSTMF Liquid Fund-Direct Plan-Weekly Income Distribution cum Capital Withdrawal	1198.834	25-Aug-2025	INF0GCD01271	INF0GCD01289
148834	TRUSTMF Liquid Fund-Regular Plan-Daily Income Distribution cum Capital Withdrawal	1175.1159	25-Aug-2025	-	INF0GCD01206
148833	TRUSTMF Liquid Fund-Regular Plan-Growth	1279.8863	25-Aug-2025	INF0GCD01198	-
148843	TRUSTMF Liquid Fund-Regular Plan-Monthly Income Distribution cum Capital Withdrawal	1163.1836	25-Aug-2025	INF0GCD01248	INF0GCD01230
148836	TRUSTMF Liquid Fund-Regular Plan-Weekly Income Distribution cum Capital Withdrawal	1150.6742	25-Aug-2025	INF0GCD01214	INF0GCD01222
153570	Unifi Liquid Fund- Direct Growth	1012.5457	25-Aug-2025	INF1MIY01056	-
153571	Unifi Liquid Fund- Regular Growth	1012.4191	25-Aug-2025	INF1MIY01064	-
115401	Union Liquid Fund - Daily IDCW Option	1001.1995	25-Aug-2025	-	INF582M01021
119301	Union Liquid Fund - Direct Plan - Daily IDCW Option	1001.1995	25-Aug-2025	-	INF582M01682
119305	Union Liquid Fund - Direct Plan - Fortnightly IDCW Option	1003.1458	25-Aug-2025	INF582M01724	INF582M01708
119303	Union Liquid Fund - Direct Plan - Growth Option	2565.8140	25-Aug-2025	INF582M01674	-
